siteid,sitename,operator,datasource,COMID,Class
11350500,ASH C A ADIN CA,USGS,NWIS,7932213,9
11351000,WILLOW C NR ADIN CA,USGS,NWIS,7930571,9
11351500,WIDOW VALLEY C NR LOOKOU,USGS,NWIS,7925611,3
11351946,PIT R BYPSS FLW BL DIV TO MUCK VALLEY PP NR BIEBER,USGS,NWIS,7926519,9
11351948,PIT R OGEE WEIR BL DIV TO MUCK VALLEY PP NR BEIBER,USGS,NWIS,7926519,9
11351950,PIT R BL DIV TO MUCK VALLEY PP NR BIEBER CA,USGS,NWIS,7926519,9
11352000,PIT R NR BIEBER CA,USGS,NWIS,7926519,9
11352500,HORSE C AT LITTLE VALLEY NR PITTVILLE CA,USGS,NWIS,7952018,9
11352900,BEAVER R NR HAT C CA,USGS,NWIS,7952740,9
11353500,BEAR C NR DANA CA,USGS,NWIS,948021268,3
11353600,DRY C NR DANA CA,USGS,NWIS,7947918,
11353700,FALL R NR DANA CA,USGS,NWIS,7948006,3
11354200,PIT NO 1 PH NR FALL RIVER MILLS CA,USGS,NWIS,7952678,9
11354300,FALL R A DIV DAM NR FALL RIVER MILLS CA,USGS,NWIS,7949038,3
11354500,FALL R A FALL RIVER MILLS CA,USGS,NWIS,7949048,3
11354511,FALL R POND WEIR A FALL RIVER MILLS CA,USGS,NWIS,7949048,3
11355000,PIT R AT FALL RIVER MILLS CA,USGS,NWIS,7951792,9
11355010,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,USGS,NWIS,7952678,9
11355500,HAT C NR HAT CREEK CA,USGS,NWIS,7952754,9
11356500,HAT C AT HAWKINS RANCH NR HAT CREEK CA,USGS,NWIS,7952754,9
11357000,HAT C A WILCOX RH NR CASSEL CA,USGS,NWIS,7952754,9
11358000,LOST C NR BALD MOUNTAIN CA,USGS,NWIS,7952272,3
11358020,LOST C BL DIV TO LOST C PP1 NR OLD STATION CA,USGS,NWIS,7952272,3
11358500,RISING R NR CASSEL CA,USGS,NWIS,7951966,8
11358700,HAT C BL HAT NO 1 DIV DAM NR BURNEY CA,USGS,NWIS,7952820,9
11359100,HAT NO 2 POWER CN DIV TO HAT C NR BURNEY CA,USGS,NWIS,7952818,9
11359120,HAT C LOW FLOW RELEASE BL BAUM LAKE NR BURNEY CA,USGS,NWIS,7951824,3
11359200,HAT C NR BURNEY CA,USGS,NWIS,7951824,3
11359300,HAT C NO 2 PH NR BURNEY CA,USGS,NWIS,7951822,9
11359500,HAT C A CARBON CA,USGS,NWIS,7951812,9
11360000,BURNEY C AB BURNEY CA,USGS,NWIS,7951768,
11361000,BURNEY C A BURNEY FALLS NR BURNEY CA,USGS,NWIS,7948412,3
11362000,PIT R A LINDSAY FLAT CA,USGS,NWIS,7952780,5
11362300,PIT NO 3 PH NR BURNEY CA,USGS,NWIS,7952864,5
11362600,PIT R NO 4 PH NR BURNEY CA,USGS,NWIS,7952676,5
11362700,PIT NO 5 PP NR BIG BEND CA,USGS,NWIS,7951770,
11362880,NELSON C OVERFLOW WEIR BL PP DIV NR BIG BEND CA,USGS,NWIS,7948266,3
11362890,NELSON C RELEASE WEIR BL PP DIV NR BIG BEND CA,USGS,NWIS,7948266,3
11362900,NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,USGS,NWIS,7948266,3
11362940,EF NELSON C OVERFLOW WEIR BL PP DIV NR BIG BEND CA,USGS,NWIS,7948302,3
11362945,EF NELSON C RELEASE WEIR BL PP DIV NR BIG BEND CA,USGS,NWIS,7948302,3
11362950,EF NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,USGS,NWIS,7948302,3
11363500,KOSK C NR HENDERSON CA,USGS,NWIS,7948204,3
11363930,IRON CANYON C BL IRON CANYON DAM NR BIG BEND CA,USGS,NWIS,7948346,4
11364000,PIT R AB HATCHET CREEK CA,USGS,NWIS,7951912,5
11364150,PIT R NO 6 PH NR MONTGOMERY CREEK CA,USGS,NWIS,7951912,5
11364200,ROARING C BLW DIV TO ROARING C PP NR MONTGMRY C CA,USGS,NWIS,7952048,4
11364300,HATCHET C BL DIV TO HATCHET C PP NR MNTGMRY C CA,USGS,NWIS,7952070,3
11365000,PIT R NR MONTGOMERY CREEK CA,USGS,NWIS,7950850,5
11365500,SQUAW C AB SHASTA LK CA,USGS,NWIS,7951258,4
11366000,SQUAW C A YDALPOM CA,USGS,NWIS,7951346,4
11366500,PIT R NR YDALPOM CA,USGS,NWIS,7951348,5
11367000,MUD C NR MCCLOUD CA,USGS,NWIS,7961201,3
11367200,MCCLOUD R BL BIG SPRINGS NR MCCLOUD CA,USGS,NWIS,948021265,3
11367300,ANGEL C NR MCCLOUD CA,USGS,NWIS,7960767,3
11367700,MCCLOUD R AB PANTHER C NR MCCLOUD CA,USGS,NWIS,7961225,3
11368500,MCCLOUD R NR GREGORY CA,USGS,NWIS,7962711,3
11369000,MCCLOUD R A BAIRD CA,USGS,NWIS,7963509,3
11369500,SACRAMENTO R A KENNETT CA,USGS,NWIS,7966193,5
11370500,SACRAMENTO R A KESWICK CA,USGS,NWIS,2495224,5
11370700,ANDERSON-COTTONWOOD ID CN AT SHARON AVE REDDING CA,USGS,NWIS,2495178,
11371000,CLEAR C A FRENCH GULCH CA,USGS,NWIS,2782657,6
11371500,CLEAR C NR SHASTA CA,USGS,NWIS,2782735,6
11372000,CLEAR C NR IGO CA,USGS,NWIS,2495296,6
11372050,CHURN C NR REDDING CA,USGS,NWIS,2494478,4
11372060,CHURN C BL NEWTOWN C NR REDDING CA,USGS,NWIS,2494492,4
11372080,S COW C CN DIV TO S COW C NR WHITMORE CA,USGS,NWIS,2764428,3
11372200,S COW C NR MILLVILLE CA,USGS,NWIS,2763522,8
11372325,KILARC CN DIV TO OLD COW C NR WHITMORE CA,USGS,NWIS,2764310,
11372350,OLD COW C BL DIV TO OLSEN PP NR WHITMORE CA,USGS,NWIS,2764352,3
11372700,CLOVER C NR OAK RUN CA,USGS,NWIS,2764298,3
11373200,OAK RUN C NR OAK RUN CA,USGS,NWIS,2763434,8
11373300,LITTLE COW C NR INGOT CA,USGS,NWIS,2763832,8
11374000,COW C NR MILLVILLE CA,USGS,NWIS,2495212,8
11374060,SHINGLE C NR SHINGLETOWN CA,USGS,NWIS,2765908,
11374100,BEAR C NR MILLVILLE CA,USGS,NWIS,2763542,8
11374300,ARBUCKLE MTN PP NR PLATINA CA,USGS,NWIS,2800275,6
11374305,MF COTTONWOOD C BL DIV TO ARBUCKLE MTN PP CA,USGS,NWIS,2800275,6
11374400,MF COTTONWOOD C NR ONO CA,USGS,NWIS,4296309,6
11375500,NF COTTONWOOD C A ONO CA,USGS,NWIS,2800177,6
11375700,NF COTTONWOOD C NR IGO CA,USGS,NWIS,2800225,6
11375810,COTTONWOOD C NR OLINDA CA,USGS,NWIS,4296285,6
11375815,COTTONWOOD C AB SF NR COTTONWOOD CA,USGS,NWIS,4296297,6
11375820,SF COTTONWOOD C NR COTTONWOOD CA,USGS,NWIS,4296867,6
11375870,SF COTTONWOOD C NR OLINDA CA,USGS,NWIS,4296389,6
11375900,SF COTTONWOOD C A EVERGREEN RD NR COTTONWOOD CA,USGS,NWIS,4296315,6
11376000,COTTONWOOD C NR COTTONWOOD CA,USGS,NWIS,948020237,6
11376015,NF BATTLE C BL N BATTLE C DAM NR MANZANITA LAKE CA,USGS,NWIS,2764410,
11376025,NF BATTLE C BL MCCUMBER DAM NR MANZANITA LAKE CA,USGS,NWIS,2764502,3
11376038,MANZANITA C AT PARK BOUNDARY NR MANZANITA LAKE CA,USGS,NWIS,2764506,
11376040,NF BATTLE C BL DIV TO AL SMITH CN NR MANTON CA,USGS,NWIS,2764536,3
11376043,VOLTA NO 1 PH NR MANTON CA,USGS,NWIS,2765978,
11376046,VOLTA NO2 PH NR MANTON CA,USGS,NWIS,2765996,8
11376050,NF BATTLE C BL DIV TO KESWICK CN NR MANTON CA,USGS,NWIS,2765988,3
11376120,BAILEY C BL DIV TO POND BAILEY C PP NR MANTON CA,USGS,NWIS,2765984,3
11376140,NF BATTLE C BL DIV TO XCOUNTRY CN NR MANTON CA,USGS,NWIS,2765994,3
11376150,NF BATTLE C BL DIV TO EAGLE CY CN NR MANTON CA,USGS,NWIS,2766058,3
11376420,SF BATTLE C BL DIV TO S CN NR MANTON CA,USGS,NWIS,2766690,3
11376430,INSKIP PH NR MANTON CA,USGS,NWIS,2766108,
11376440,SF BATTLE C BL DIV TO INSKIP CN NR MANTON CA,USGS,NWIS,2766140,3
11376450,COLEMAN CN AB COLEMAN FOREBAY NR COTTONWOOD CA,USGS,NWIS,2765146,
11376458,COLEMAN PH NR COTTONWOOD CA,USGS,NWIS,2495726,
11376490,BATTLE C AB COLEMAN PH NR COTTONWOOD CA,USGS,NWIS,2495730,3
11376500,BATTLE C NR COTTONWOOD CA,USGS,NWIS,2496048,3
11376550,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,USGS,NWIS,2496048,3
11377100,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,USGS,NWIS,12068830,5
11377200,SACRAMENTO R AT BEND BRIDGE NR RED BLUFF CA,USGS,NWIS,12068836,5
11377500,PAYNES C NR RED BLUFF CA,USGS,NWIS,12068708,8
11378000,SACRAMENTO R NR RED BLUFF CA,USGS,NWIS,12068868,5
11378800,RED BANK C NR RED BLUFF CA,USGS,NWIS,12068268,8
11378860,RED BANK C A RAWSON RD BR NR RED BLUFF CA,USGS,NWIS,12068744,4
11379000,ANTELOPE C NR RED BLUFF CA,USGS,NWIS,8019804,8
11379500,ELDER C NR PASKENTA CA,USGS,NWIS,12068798,6
11380000,ELDER C NR HENLEYVILLE CA,USGS,NWIS,12068806,6
11380500,ELDER C A GERBER CA,USGS,NWIS,12068336,8
11381000,MILL C NR MINERAL CA,USGS,NWIS,8020232,3
11381500,MILL C NR LOS MOLINOS CA,USGS,NWIS,8019544,3
11381990,THOMES C TRIB A PASKENTA CA,USGS,NWIS,12072250,
11382090,THOMES C A RAWSON RD BRIDGE NR RICHFIELD CA,USGS,NWIS,12074078,7
11382500,DEER C AT DEER CREEK MEADOWS CA,USGS,NWIS,8021348,3
11382550,DEER C BL SLATE C NR DEER CREEK MEADOWS CA,USGS,NWIS,8020434,3
11383000,DEER C A POLK SPRINGS CA,USGS,NWIS,8020716,3
11383500,DEER C NR VINA CA,USGS,NWIS,8020924,3
11383600,DEER C A RED BRIDGE NR VINA CA,USGS,NWIS,12071016,3
11384000,BIG CHICO C NR CHICO CA,USGS,NWIS,12076092,6
11384600,LITTLE STONY C AB EAST PARK RES NR LODOGA CA,USGS,NWIS,7996193,7
11385500,STONY C AB STONY GORGE RES CA,USGS,NWIS,7993243,7
11387000,STONY C NR FRUTO CA,USGS,NWIS,7993127,7
11387500,STONY C NR ORLAND CA,USGS,NWIS,7993015,7
11387800,NF STONY C NR NEWVILLE CA,USGS,NWIS,7990737,8
11388500,STONY C NR HAMILTON CITY CA,USGS,NWIS,12073156,7
11389390,SACRAMENTO R OPPOSITE MOULTON WEIR CA,USGS,NWIS,2849991,2
11389500,SACRAMENTO R A COLUSA CA,USGS,NWIS,24688709,2
11389700,BUTTE C A BUTTE MEADOWS CA,USGS,NWIS,2769334,3
11389720,BUTTE C BL DIV DAM NR STIRLING CITY,USGS,NWIS,2770060,3
11389775,CENTERVILLE PH NR PARADISE CA,USGS,NWIS,2770248,
11389780,BUTTE C BL CENTERVILLE DIV DAM NR PARADISE CA,USGS,NWIS,2770158,3
11389950,LITTLE BUTTE C NR MAGALIA CA,USGS,NWIS,2770264,4
11390000,BUTTE C NR CHICO CA,USGS,NWIS,1680009,8
11390200,GOLD RUN TRIB NR NELSON CA,USGS,NWIS,1678945,4
11390210,DRY CR N NELSON CA,USGS,NWIS,1678959,4
11390500,SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA,USGS,NWIS,2851625,2
11390660,WALKER C A ARTOIS CA,USGS,NWIS,2843289,4
11390672,STONE CORRAL C NR SITES CA,USGS,NWIS,2847739,4
11391002,STATIONS 11-3910.01 + 11-4465 CA,USGS,NWIS,2858217,5
11391050,SUTTER BYPASS NR NICOLAUS CA,USGS,NWIS,7975829,8
11391460,BERRY C NR SATTLEY CA,USGS,NWIS,8040707,3
11392500,MF FEATHER R NR CLIO CA,USGS,NWIS,8041803,3
11393000,MF FEATHER R A SLOAT CA,USGS,NWIS,8039293,3
11393500,MF FEATHER R BL SLOAT CA,USGS,NWIS,8039191,3
11394000,MF FEATHER R NR NELSON POINT CA,USGS,NWIS,8039333,3
11394620,FALL R NR FEATHER FALLS CA,USGS,NWIS,8037351,3
11394800,SF FEATHER R AB LITTLE GRASS VALLEY RES CA,USGS,NWIS,8041823,3
11395030,SF FEATHER R BL LITTLE GRASS VALLEY DAM CA,USGS,NWIS,8037179,3
11395150,SOUTH FORK TUNNEL NR STRAWBERRY VALLEY CA,USGS,NWIS,8037383,3
11395200,SF FEATHER R BL DIV DAM NR STRAWBERRY VALLEY CA,USGS,NWIS,8037383,3
11395300,LOST C AB SLY C RES CA,USGS,NWIS,8037395,3
11395500,OROVILLE WYANDOTTE CN NR CLIPPER MILLS CA,USGS,NWIS,8037557,
11396000,LOST C NR CLIPPER MILLS CA,USGS,NWIS,8037505,3
11396200,SF FEATHER R BL FORBESTOWN DAM CA,USGS,NWIS,8037545,3
11396300,SF FEATHER R NR FORBESTOWN CA,USGS,NWIS,8038161,3
11396330,BANGOR CN BL MINERS RANCH RES NR OROVILLE CA,USGS,NWIS,948020193,
11396350,SF FEATHER R A PONDEROSA DAM CA,USGS,NWIS,8038141,3
11396395,SUCKER RUN A KANAKA DIV NR FEATHER FALLS CA,USGS,NWIS,8038035,4
11396396,KANAKA PH NR FEATHER FALLS CA,USGS,NWIS,8038035,4
11396397,COMBINED FLOW OF 11396395 + 11396396 CA,USGS,NWIS,8038035,4
11396400,SUCKER RUN NR FORBESTOWN CA,USGS,NWIS,8037541,4
11397000,SF FEATHER R A ENTERPRISE CA,USGS,NWIS,8038163,3
11397500,FEATHER R A BIDWELL BAR CA,USGS,NWIS,8038117,2
11399500,NF FEATHER R NR PRATTVILLE CA,USGS,NWIS,2773566,3
11400000,BUTT C AB ALMANOR-BUTT C TU NR PRATTVILLE CA,USGS,NWIS,2773562,3
11400200,ALMANOR-BUTT C TU A OUTLET NR PRATTVILLE CA,USGS,NWIS,2773564,
11400500,BUTT C BL ALMANOR-BUTT C TU NR PRATTVILLE CA,USGS,NWIS,2773562,3
11400600,BUTT VALLEY PH NR PRATTVILLE CA,USGS,NWIS,2773564,
11401000,BUTT C A BUTTE VALLEY CA,USGS,NWIS,2773750,3
11401100,BUTT C NR CARIBOU CA,USGS,NWIS,2773572,3
11401109,CARIBOU PH NO2 (UNITS 4&5) A CARIBOU CA,USGS,NWIS,2773570,
11401110,CARIBOU PH NO1 AND NO2 A CARIBOU CA,USGS,NWIS,2773036,
11401150,RED CLOVER C NR GENESEE CA,USGS,NWIS,8027124,3
11401165,SB WARD C BL DIV DAM NR GENESEE CA,USGS,NWIS,8027386,3
11401180,LITTLE GRIZZLY C NR GENESEE CA,USGS,NWIS,8027906,3
11401200,INDIAN C NR TAYLORSVILLE CA,USGS,NWIS,8027896,3
11401300,LIGHTS C NR TAYLORSVILLE CA,USGS,NWIS,8026462,3
11401500,INDIAN C NR CRESCENT MILLS CA,USGS,NWIS,948020984,3
11401900,SPANISH C NR QUINCY CA,USGS,NWIS,8028302,3
11401920,SPANISH C A QUINCY CA,USGS,NWIS,8029658,3
11401940,MILL C NR QUINCY CA,USGS,NWIS,8029738,3
11402000,SPANISH C AB BLACKHAWK C AT KEDDIE CA,USGS,NWIS,8027910,3
11402500,SPANISH C A KEDDIE CA,USGS,NWIS,8027908,3
11403000,EB OF NF FEATHER R NR RICH BAR CA,USGS,NWIS,8025256,2
11403050,BELDEN PH A BELDEN CA,USGS,NWIS,2773126,
11403510,BUCKS C TUNNEL INLET NR STORRIE CA,USGS,NWIS,2775518,
11403530,BUCKS C BL DIV DAM NR BUCKS LODGE CA,USGS,NWIS,2775448,3
11403700,BUCKS C PH A STORRIE CA,USGS,NWIS,2776446,
11403800,ROCK C PH NR STORRIE CA,USGS,NWIS,2776436,
11404000,GRIZZLY C NR STORRIE CA,USGS,NWIS,2775596,3
11404100,BUCKS C TUNNEL OUTLET NR STORRIE CA,USGS,NWIS,2775536,
11404300,GRIZZLY C BL DIV DAM CA,USGS,NWIS,2775564,3
11404360,CRESTA PH NR PULGA CA,USGS,NWIS,2776466,
11404380,CAMP C NR PULGA CA,USGS,NWIS,2775724,3
11404900,POE PH BL POE DAM NR JARBO GAP CA,USGS,NWIS,2776512,
11404901,COMBINED FLOW N F FEATHER R PULGA + POE PP CA,USGS,NWIS,2776622,2
11405000,NF FEATHER R A BIG BEND CA,USGS,NWIS,2776622,2
11405120,PHILBROOK C BL PHILBROOK DAM NR BUTTE MEADOWS CA,USGS,NWIS,2773596,
11405200,WB FEATHER R BL HENDRICKS DIV DAM CA,USGS,NWIS,2775382,3
11405300,WB FEATHER R NR PARADISE CA,USGS,NWIS,2776484,3
11405500,SPRING VALLEY D NR YANKEE HILL CA,USGS,NWIS,2776516,
11406000,CONCOW C NR YANKEE HILL CA,USGS,NWIS,2776518,4
11406500,WB FEATHER R NR YANKEE HILL CA,USGS,NWIS,2776614,3
11406810,PALERMO CN A OROVILLE DAM CA,USGS,NWIS,7968427,
11406848,THERMALITO POWER RELEASE NR OROVILLE CA,USGS,NWIS,7968469,
11406890,RICHVALE CN A INTAKE NR OROVILLE CA,USGS,NWIS,1679583,
11406900,PGE LATERAL A INTAKE NR OROVILLE CA,USGS,NWIS,1682619,
11406910,SUTTER BUTTE CN A INTAKE NR OROVILLE CA,USGS,NWIS,1682827,
11406920,THERMALITO AFTERBAY REL TO FEATHER R NR OROVILLE,USGS,NWIS,7972401,4
11407300,N HONCUT C NR BANGOR CA,USGS,NWIS,7972059,4
11407501,ADJUSTED FLOW S HONCUT C CA,USGS,NWIS,7972583,2
11407810,M YUBA R A JACKSON MDWS DAM NR SIERRA CITY CA,USGS,NWIS,8058651,3
11407815,M YUBA R CTRL REL FRM JCK.MDW RES NR SIERRA CTY CA,USGS,NWIS,8058651,3
11407900,M YUBA R BL JACKSON MDWS DAM NR SIERRA CITY CA,USGS,NWIS,8058617,3
11408000,MILTON-BOWMAN TUNNEL OUTLET NR GRANITEVILLE CA,USGS,NWIS,8063381,
11408500,M YUBA R A MILTON CA,USGS,NWIS,8058581,3
11408501,M YUBA R A MILTON + MILTON BOWMAN TUNNEL CA,USGS,NWIS,8058581,3
11408550,M YUBA R BL MILTON DAM CA,USGS,NWIS,8058581,3
11408599,USED FOR COMBINING 11-4080 AND 11-4085 CA,USGS,NWIS,8058581,3
11408700,M YUBA R NR ALLEGHANY CA,USGS,NWIS,8063479,3
11408850,M YUBA R NR CAMPTONVILLE CA,USGS,NWIS,8063571,3
11409000,M YUBA R AB OREGON C NR NORTH SAN JUAN CA,USGS,NWIS,8060677,3
11409001,M YUBA R AB OREGON C NR N SAN JUAN + MILTON CA,USGS,NWIS,8060677,3
11409300,OREGON C A CAMPTONVILLE CA,USGS,NWIS,8060547,3
11409400,OREGON C BL LOG CABIN DAM NR CAMPTONVILLE CA,USGS,NWIS,8060553,3
11409500,OREGON C NR NORTH SAN JUAN CA,USGS,NWIS,8060667,3
11410000,M YUBA R NR NORTH SAN JUAN CA,USGS,NWIS,8060699,3
11410001,M YUBA R NR N SAN JUAN + DIV CA,USGS,NWIS,8060699,3
11410400,HAYPRESS C NR SIERRA CITY CA,USGS,NWIS,8058361,3
11410500,N YUBA R NR SIERRA CITY CA,USGS,NWIS,8058375,3
11411000,DOWNIE R A DOWNIEVILLE CA,USGS,NWIS,8058401,3
11411500,N YUBA R A GOODYEARS BAR,USGS,NWIS,8058513,3
11412000,ROCK C A GOODYEARS BAR CA,USGS,NWIS,8058541,3
11412500,GOODYEARS C A GOODYEARS BAR CA,USGS,NWIS,8058497,3
11413000,N YUBA R BL GOODYEARS BAR CA,USGS,NWIS,8058675,3
11413250,SLATE C TUNNEL NR STRAWBERRY VALLEY CA,USGS,NWIS,8056663,3
11413300,SLATE C BL DIV DAM NR STRAWBERRY CA,USGS,NWIS,8056663,3
11413320,DEADWOOD C NR STRAWBERRY VALLEY CA,USGS,NWIS,8056721,3
11413323,OWL GULCH NR STRAWBERRY VALLEY CA,USGS,NWIS,8056723,4
11413399,USED FOR COMBINING 11-4132.5 + 11-4133 CA,USGS,NWIS,8056663,3
11413500,N YUBA R BL BULLARDS BAR DAM CA,USGS,NWIS,8060745,3
11413510,NEW COLGATE PH NR FRENCH CORRAL CA,USGS,NWIS,8062243,3
11413520,N YUBA R BL NEW BULLARDS BAR DAM NR N SAN JUAN CA,USGS,NWIS,8060745,3
11413600,SWEETLAND C NR NORTH SAN JUAN CA,USGS,NWIS,8060847,8
11413700,YUBA R BL NEW COLGATE POWERPLANT NR FRENCH CORRAL,USGS,NWIS,8062471,3
11413900,UP CASTLE C A SODA SPRINGS CA,USGS,NWIS,8064035,
11413950,S YUBA R TRIB NR SODA SPRINGS CA,USGS,NWIS,8064187,
11414000,S YUBA R NR CISCO CA,USGS,NWIS,8064109,3
11414100,FORDYCE C BL FORDYCE DAM NR CISCO CA,USGS,NWIS,8064519,3
11414154,SPAULDING NO 1 PH NR EMIGRANT GAP CA,USGS,NWIS,8064103,
11414155,SPAULDING NO 2 PH NR EMIGRANT GAP CA,USGS,NWIS,8064111,
11414170,DRUM CN A TUNNEL OUTLET NR EMIGRANT GAP CA,USGS,NWIS,15014833,
11414190,DRUM CN NR DRUM FOREBAY NR BLUE CYN CA,USGS,NWIS,15014833,
11414200,S YUBA CN NR EMIGRANT GAP CA,USGS,NWIS,15014911,
11414205,DEER C PH NR WASHINGTON CA,USGS,NWIS,8064201,
11414210,S YUBA R CONTROLLED REL A LK SPAULDING NR EMIGRANT,USGS,NWIS,8064111,
11414250,S YUBA R A LANGS CROSSING NR EMIGRANT GAP CA,USGS,NWIS,8064105,3
11414265,RUCKER C BL BLUE LK NR EMIGRANT GAP CA,USGS,NWIS,8063833,
11414360,LAKE C BL CARR LK NR GRANITEVILLE CA,USGS,NWIS,8063671,
11414410,CANYON C BL FRENCH LAKE CA,USGS,NWIS,8063521,
11414450,CANYON C BL FAUCHERIE LK CA,USGS,NWIS,8063487,3
11414470,CANYON C BL SAWMILL LK CA,USGS,NWIS,8063439,3
11414500,CANYON C AB JACKSON C CA,USGS,NWIS,8063439,3
11414700,JACKSON C BL JACKSON LK CA,USGS,NWIS,8063383,
11415000,JACKSON C A MOUTH CA,USGS,NWIS,8063391,3
11416000,BOWMAN-SPAULDING CN INTAKE NR GRANITEVILLE CA,USGS,NWIS,8063529,3
11416100,BOWMAN SPAULDING CN A JORDAN C SIPHON CA,USGS,NWIS,8063929,
11416200,SPAULDING NO 3 PH NR EMIGRANT GAP CA,USGS,NWIS,8063963,
11416500,CANYON C BL BOWMAN LK CA,USGS,NWIS,8063529,3
11416610,TEXAS C BL LO ROCK LK NR GRANITEVILLE CA,USGS,NWIS,8063527,
11416620,TEXAS C TRIB BL CULBERTSON LK NR GRANITVLE CA,USGS,NWIS,8063527,
11416700,LINDSEY C BL LO LINDSEY LK NR GRANITEVILLE CA,USGS,NWIS,8063567,
11417000,S YUBA R NR WASHINGTON CA,USGS,NWIS,8063831,3
11417100,POORMAN C NR WASHINGTON CA,USGS,NWIS,8063879,3
11418500,DEER C NR SMARTSVILLE CA,USGS,NWIS,8061235,8
11419000,YUBA R A SMARTSVILLE CA,USGS,NWIS,8062593,2
11420000,DRY C NR BROWNSVILLE CA,USGS,NWIS,8060527,8
11420500,DRY C A VIRGINIA RANCH CA,USGS,NWIS,8062635,8
11420700,DRY C NR BROWNS VALLEY CA,USGS,NWIS,8061127,8
11420750,BROWNS VALLEY IRR DITCH NR BROWNS VALLEY CA,USGS,NWIS,7970363,
11420770,HALLWOOD-CORDUA ID CN NR MARYSVILLE CA,USGS,NWIS,7981776,
11421000,YUBA R NR MARYSVILLE CA,USGS,NWIS,7981844,2
11421700,FEATHER R BL SHANGHAI BEND NR OLIVEHURST CA,USGS,NWIS,7972673,2
11421710,BEAR R NR EMIGRANT GAP CA,USGS,NWIS,15014823,
11421720,BOARDMAN CN NR EMIGRANT GAP CA,USGS,NWIS,15014349,
11421750,DUTCH FLAT NO 1 PH NR DUTCH FLAT CA,USGS,NWIS,15014843,
11421760,DUTCH FLAT NO 2 FLUME NR BLUE CANYON CA,USGS,NWIS,15014869,
11421770,BEAR R BL DRUM AFTERBAY NR BLUE CANYON CA,USGS,NWIS,15014869,
11421790,BEAR R BL DUTCH FLAT AFTERBAY NR DUTCH FLAT CA,USGS,NWIS,15014455,3
11422000,BEAR R CN NR COLFAX CA,USGS,NWIS,15014897,
11422500,BEAR R BL ROLLINS DAM NR COLFAX CA,USGS,NWIS,15014563,8
11423000,BEAR R NR AUBURN CA,USGS,NWIS,15012953,8
11423500,BEAR R A VAN TRENT CA,USGS,NWIS,15013993,8
11423800,BEAR R F REL BL CAMP FAR WEST RES NR WHEATLAND CA,USGS,NWIS,15070276,8
11424000,BEAR R NR WHEATLAND CA,USGS,NWIS,948020363,8
11424500,DRY C NR WHEATLAND CA,USGS,NWIS,15069312,4
11424600,WELLMAN C NR SMARTSVILLE CA,USGS,NWIS,7981806,
11425310,HALSEY PH NR AUBURN CA,USGS,NWIS,15007195,
11425415,WISE PH NR AUBURN CA,USGS,NWIS,948021109,
11425416,NEWCASTLE PP NR NEWCASTLE CA,USGS,NWIS,14996597,
11425417,SOUTH CN SPILLWAY NR NEWCASTLE CA,USGS,NWIS,15022173,4
11425500,SACRAMENTO R A VERONA CA,USGS,NWIS,15039097,2
11426110,ONION C TRIB NO 3 NR SODA SPRINGS CA,USGS,NWIS,14991663,
11426120,ONION C TRIB NO 5A NR SODA SPRINGS CA,USGS,NWIS,14991657,
11426130,ONION C TRIB NO 2 NR SODA SPRINGS CA,USGS,NWIS,14991679,
11426140,ONION C TRIB NO 1 NR SODA SPRINGS CA,USGS,NWIS,14991679,
11426150,ONION C NR SODA SPRINGS CA,USGS,NWIS,14991725,3
11426160,ONION C TRIB NO 7 NR SODA SPRINGS CA,USGS,NWIS,14991723,
11426190,LAKE VALLEY CN NR EMIGRANT GAP CA,USGS,NWIS,14991645,
11426200,NF FORBES C NR DUTCH FLAT CA,USGS,NWIS,14992405,3
11426400,N SHIRTTAIL C NR DUTCH FLAT CA,USGS,NWIS,14993723,3
11426500,NF AMERICAN R NR COLFAX CA,USGS,NWIS,14992951,3
11427000,NF AMERICAN R A NORTH FORK DAM CA,USGS,NWIS,14996611,3
11427500,MF AMERICAN R A FRENCH MEADOWS CA,USGS,NWIS,14993579,3
11427700,DUNCAN CYN C NR FRENCH MEADOWS CA,USGS,NWIS,14992381,3
11427750,DUNCAN CYN C BL DIV DAM NR FRENCH MEADOWS CA,USGS,NWIS,14992381,3
11427760,MF AMERICAN R AB MF PH NR FORESTHILL CA,USGS,NWIS,14992983,3
11427765,RALSTON PH NR FORESTHILL CA,USGS,NWIS,14993187,3
11427770,MF AMERICAN R BL INTERBAY DAM NR FORESTHILL CA,USGS,NWIS,14992983,3
11427940,RUBICON-ROCKBOUND TUNNEL NR MEEKS BAY CA,USGS,NWIS,14997049,1
11427960,RUBICON R BL RUBICON DAM NR MEEKS BAY CA,USGS,NWIS,14997045,1
11428000,RUBICON R A RUBICON SPRINGS NR MEEKS BAY CA,USGS,NWIS,14993639,1
11428001,COMBINED RUBICON R-ROCKBOUND TUNNEL CA,USGS,NWIS,14993639,1
11428300,BUCK-LOON TUNNEL NR MEEKS BAY CA,USGS,NWIS,14993077,1
